950,-0.14255
949.5,-0.14406
949,-0.14557
948.5,-0.14709
948,-0.1486
947.5,-0.15011
947,-0.15162
946.5,-0.15313
946,-0.15464
945.5,-0.15616
945,-0.15767
944.5,-0.15918
944,-0.16069
943.5,-0.1622
943,-0.16371
942.5,-0.16522
942,-0.16674
941.5,-0.16825
941,-0.16976
940.5,-0.17127
940,-0.17278
939.5,-0.17429
939,-0.1758
938.5,-0.17732
938,-0.17883
937.5,-0.18034
937,-0.18185
936.5,-0.18336
936,-0.18487
935.5,-0.18638
935,0.53623
934.5,0.53472
934,0.53321
933.5,0.5317
933,0.53019
932.5,0.52868
932,0.52716
931.5,0.52565
931,0.52414
930.5,0.52263
930,0.52112
929.5,0.51961
929,0.51809
928.5,1.24071
928,1.2392
927.5,1.23769
927,1.23618
926.5,1.23467
926,1.23315
925.5,1.23164
925,1.95426
924.5,1.95275
924,1.95124
923.5,1.94973
923,1.94821
922.5,1.9467
922,2.66932
921.5,2.66781
921,2.6663
920.5,2.66479
920,3.3874
919.5,3.38589
919,3.38438
918.5,3.38287
918,4.10549
917.5,4.10398
917,4.10246
916.5,4.82508
916,4.82357
915.5,5.54619
915,5.54468
914.5,5.54316
914,6.26578
913.5,6.26427
913,6.98689
912.5,6.98538
912,7.70799
911.5,7.70648
911,8.4291
910.5,8.42759
910,9.15021
909.5,9.87282
909,9.87131
908.5,10.59393
908,11.31655
907.5,12.03916
907,12.03765
906.5,12.76027
906,13.48289
905.5,14.20551
905,14.92812
904.5,15.65074
904,16.37336
903.5,17.09598
903,17.81859
902.5,18.54121
902,19.26383
901.5,20.71057
901,21.43319
900.5,22.15581
900,22.87843
899.5,23.60104
899,25.04779
898.5,25.77041
898,27.21716
897.5,27.93977
897,29.38652
896.5,30.10914
896,31.55588
895.5,33.00263
895,33.72525
894.5,35.17199
894,36.61874
893.5,38.06549
893,38.7881
892.5,40.23485
892,41.6816
891.5,43.12834
891,44.57509
890.5,45.29771
890,47.46858
889.5,48.1912
889,49.63795
888.5,51.08469
888,52.53144
887.5,53.97819
887,55.42493
886.5,56.87168
886,58.31843
885.5,59.76517
885,60.48779
884.5,61.93454
884,63.38128
883.5,64.82803
883,65.55065
882.5,66.99739
882,67.72001
881.5,69.16676
881,69.88938
880.5,71.33612
880,72.05874
879.5,73.50549
879,74.2281
878.5,74.95072
878,75.67334
877.5,77.12008
877,77.11857
876.5,77.84119
876,79.28794
875.5,79.28643
875,80.00904
874.5,80.73166
874,81.45428
873.5,82.1769
873,82.17538
872.5,82.898
872,83.62062
871.5,83.61911
871,84.34173
870.5,84.34021
870,85.06283
869.5,85.06132
869,85.78394
868.5,85.78243
868,86.50504
867.5,86.50353
867,86.50202
866.5,87.22464
866,87.22313
