X590
Integration time [ms]: 40000.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 0604028U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 645.91;13164.000;    0.000;    0.000
 646.06;24068.000;    0.000;    0.000
 646.22;16088.000;    0.000;    0.000
 646.38;18660.000;    0.000;    0.000
 646.54;14544.000;    0.000;    0.000
 646.70; 9244.000;    0.000;    0.000
 646.85; 8528.000;    0.000;    0.000
 647.01;15824.000;    0.000;    0.000
 647.17;16340.000;    0.000;    0.000
 647.33;12760.000;    0.000;    0.000
 647.48;20792.000;    0.000;    0.000
 647.64;10920.000;    0.000;    0.000
 647.80;16212.000;    0.000;    0.000
 647.96;16104.000;    0.000;    0.000
 648.12;14516.000;    0.000;    0.000
 648.27; 9516.000;    0.000;    0.000
 648.43;15180.000;    0.000;    0.000
 648.59;17008.000;    0.000;    0.000
 648.75;10892.000;    0.000;    0.000
 648.90;11016.000;    0.000;    0.000
 649.06;12368.000;    0.000;    0.000
 649.22;14744.000;    0.000;    0.000
 649.38;12212.000;    0.000;    0.000
 649.54; 9356.000;    0.000;    0.000
 649.69; 9056.000;    0.000;    0.000
 649.85;11540.000;    0.000;    0.000
 650.01;13852.000;    0.000;    0.000
 650.17;11216.000;    0.000;    0.000
 650.32;11096.000;    0.000;    0.000
 650.48;11892.000;    0.000;    0.000
 650.64;12176.000;    0.000;    0.000
 650.80;14340.000;    0.000;    0.000
 650.95;15336.000;    0.000;    0.000
 651.11;14984.000;    0.000;    0.000
 651.27;14100.000;    0.000;    0.000
 651.43;17656.000;    0.000;    0.000
 651.58;14912.000;    0.000;    0.000
 651.74;13792.000;    0.000;    0.000
 651.90;11420.000;    0.000;    0.000
 652.06;10052.000;    0.000;    0.000
 652.22;17360.000;    0.000;    0.000
 652.37;17872.000;    0.000;    0.000
 652.53;11200.000;    0.000;    0.000
 652.69; 6792.000;    0.000;    0.000
 652.85;17228.000;    0.000;    0.000
 653.00;11284.000;    0.000;    0.000
 653.16;11324.000;    0.000;    0.000
 653.32; 9764.000;    0.000;    0.000
 653.48;11932.000;    0.000;    0.000
 653.63;10552.000;    0.000;    0.000
 653.79;14924.000;    0.000;    0.000
 653.95; 7272.000;    0.000;    0.000
 654.11; 7356.000;    0.000;    0.000
 654.26;20864.000;    0.000;    0.000
 654.42; 7244.000;    0.000;    0.000
 654.58; 6928.000;    0.000;    0.000
 654.74;18724.000;    0.000;    0.000
 654.89; 7380.000;    0.000;    0.000
 655.05;10136.000;    0.000;    0.000
 655.21;12292.000;    0.000;    0.000
 655.36;15528.000;    0.000;    0.000
 655.52;14504.000;    0.000;    0.000
 655.68;12788.000;    0.000;    0.000
 655.84;13812.000;    0.000;    0.000
 655.99;12352.000;    0.000;    0.000
 656.15;11340.000;    0.000;    0.000
 656.31; 9384.000;    0.000;    0.000
 656.47; 9344.000;    0.000;    0.000
 656.62; 8064.000;    0.000;    0.000
 656.78;13804.000;    0.000;    0.000
 656.94; 9616.000;    0.000;    0.000
 657.10; 9628.000;    0.000;    0.000
 657.25;14536.000;    0.000;    0.000
 657.41;10660.000;    0.000;    0.000
 657.57;15204.000;    0.000;    0.000
 657.72; 8868.000;    0.000;    0.000
 657.88;12756.000;    0.000;    0.000
 658.04; 8756.000;    0.000;    0.000
 658.20; 9972.000;    0.000;    0.000
 658.35; 6228.000;    0.000;    0.000
 658.51; 8184.000;    0.000;    0.000
 658.67;12916.000;    0.000;    0.000
 658.83;12952.000;    0.000;    0.000
 658.98;12852.000;    0.000;    0.000
 659.14;12028.000;    0.000;    0.000
 659.30;18564.000;    0.000;    0.000
 659.45;11300.000;    0.000;    0.000
 659.61;17092.000;    0.000;    0.000
 659.77;14120.000;    0.000;    0.000
 659.93;11584.000;    0.000;    0.000
 660.08;14688.000;    0.000;    0.000
 660.24;18692.000;    0.000;    0.000
 660.40;15792.000;    0.000;    0.000
 660.55;10616.000;    0.000;    0.000
 660.71;10284.000;    0.000;    0.000
 660.87; 8408.000;    0.000;    0.000
 661.03;12580.000;    0.000;    0.000
 661.18;11052.000;    0.000;    0.000
 661.34; 9604.000;    0.000;    0.000
 661.50; 9300.000;    0.000;    0.000
 661.65; 8432.000;    0.000;    0.000
 661.81;13676.000;    0.000;    0.000
 661.97;13712.000;    0.000;    0.000
 662.13;15800.000;    0.000;    0.000
 662.28;15504.000;    0.000;    0.000
 662.44;18480.000;    0.000;    0.000
 662.60;12032.000;    0.000;    0.000
 662.75; 9804.000;    0.000;    0.000
 662.91;20648.000;    0.000;    0.000
 663.07;10812.000;    0.000;    0.000
 663.22;12316.000;    0.000;    0.000
 663.38;13352.000;    0.000;    0.000
 663.54;16856.000;    0.000;    0.000
 663.69;10300.000;    0.000;    0.000
 663.85; 8648.000;    0.000;    0.000
 664.01;15688.000;    0.000;    0.000
 664.17; 8804.000;    0.000;    0.000
 664.32;10788.000;    0.000;    0.000
 664.48;10548.000;    0.000;    0.000
 664.64;14260.000;    0.000;    0.000
 664.79;18972.000;    0.000;    0.000
 664.95; 8760.000;    0.000;    0.000
 665.11;11216.000;    0.000;    0.000
 665.26;15884.000;    0.000;    0.000
 665.42;12272.000;    0.000;    0.000
 665.58;18840.000;    0.000;    0.000
 665.73; 9964.000;    0.000;    0.000
 665.89;12752.000;    0.000;    0.000
 666.05; 8868.000;    0.000;    0.000
 666.21;10440.000;    0.000;    0.000
 666.36; 8704.000;    0.000;    0.000
 666.52; 9704.000;    0.000;    0.000
 666.68;15820.000;    0.000;    0.000
 666.83;12056.000;    0.000;    0.000
 666.99; 7344.000;    0.000;    0.000
 667.15;12620.000;    0.000;    0.000
 667.30;17356.000;    0.000;    0.000
 667.46;12704.000;    0.000;    0.000
 667.62;12724.000;    0.000;    0.000
 667.77; 9264.000;    0.000;    0.000
 667.93;12196.000;    0.000;    0.000
 668.09;20732.000;    0.000;    0.000
 668.24; 6656.000;    0.000;    0.000
 668.40; 9660.000;    0.000;    0.000
 668.56;16208.000;    0.000;    0.000
 668.71;13532.000;    0.000;    0.000
 668.87; 8228.000;    0.000;    0.000
 669.03;16632.000;    0.000;    0.000
 669.18;12636.000;    0.000;    0.000
 669.34;11312.000;    0.000;    0.000
 669.50; 7240.000;    0.000;    0.000
 669.65; 6820.000;    0.000;    0.000
 669.81;25308.000;    0.000;    0.000
 669.97;11700.000;    0.000;    0.000
 670.12; 8324.000;    0.000;    0.000
 670.28;12192.000;    0.000;    0.000
 670.44;10428.000;    0.000;    0.000
 670.59; 9140.000;    0.000;    0.000
 670.75; 9352.000;    0.000;    0.000
 670.91;17244.000;    0.000;    0.000
 671.06;11308.000;    0.000;    0.000
 671.22; 7280.000;    0.000;    0.000
 671.38; 6996.000;    0.000;    0.000
 671.53; 6004.000;    0.000;    0.000
 671.69;10304.000;    0.000;    0.000
 671.84;10708.000;    0.000;    0.000
 672.00; 9580.000;    0.000;    0.000
 672.16;13556.000;    0.000;    0.000
 672.31;18660.000;    0.000;    0.000
 672.47;17396.000;    0.000;    0.000
 672.63;13716.000;    0.000;    0.000
 672.78;12548.000;    0.000;    0.000
 672.94;14776.000;    0.000;    0.000
 673.10;16356.000;    0.000;    0.000
 673.25;11188.000;    0.000;    0.000
 673.41;11880.000;    0.000;    0.000
 673.57;23544.000;    0.000;    0.000
 673.72;10228.000;    0.000;    0.000
 673.88;14492.000;    0.000;    0.000
 674.03;11956.000;    0.000;    0.000
 674.19;11944.000;    0.000;    0.000
 674.35;13448.000;    0.000;    0.000
 674.50;17252.000;    0.000;    0.000
 674.66;12720.000;    0.000;    0.000
 674.82;10632.000;    0.000;    0.000
 674.97; 8880.000;    0.000;    0.000
 675.13;11100.000;    0.000;    0.000
 675.29;10488.000;    0.000;    0.000
 675.44;10432.000;    0.000;    0.000
 675.60;17832.000;    0.000;    0.000
 675.75;12120.000;    0.000;    0.000
 675.91;17764.000;    0.000;    0.000
 676.07;16272.000;    0.000;    0.000
 676.22;14164.000;    0.000;    0.000
 676.38;14160.000;    0.000;    0.000
 676.54;15324.000;    0.000;    0.000
 676.69;13444.000;    0.000;    0.000
 676.85;15260.000;    0.000;    0.000
 677.00;15968.000;    0.000;    0.000
 677.16;10552.000;    0.000;    0.000
 677.32;15576.000;    0.000;    0.000
 677.47;13072.000;    0.000;    0.000
 677.63; 9272.000;    0.000;    0.000
 677.79;13360.000;    0.000;    0.000
 677.94;13712.000;    0.000;    0.000
 678.10;11856.000;    0.000;    0.000
 678.25;20168.000;    0.000;    0.000
 678.41; 6864.000;    0.000;    0.000
 678.57;10324.000;    0.000;    0.000
 678.72;11068.000;    0.000;    0.000
 678.88;11660.000;    0.000;    0.000
 679.03; 9204.000;    0.000;    0.000
 679.19;12096.000;    0.000;    0.000
 679.35;16648.000;    0.000;    0.000
 679.50;12832.000;    0.000;    0.000
 679.66;16220.000;    0.000;    0.000
 679.82;11636.000;    0.000;    0.000
 679.97;12032.000;    0.000;    0.000
 680.13;15028.000;    0.000;    0.000
 680.28;10312.000;    0.000;    0.000
 680.44; 7956.000;    0.000;    0.000
 680.60;11520.000;    0.000;    0.000
 680.75; 9724.000;    0.000;    0.000
 680.91;20292.000;    0.000;    0.000
 681.06;14428.000;    0.000;    0.000
 681.22;10016.000;    0.000;    0.000
 681.38;17448.000;    0.000;    0.000
 681.53;13292.000;    0.000;    0.000
 681.69;11216.000;    0.000;    0.000
 681.84;18964.000;    0.000;    0.000
 682.00; 8028.000;    0.000;    0.000
 682.16;12572.000;    0.000;    0.000
 682.31;13384.000;    0.000;    0.000
 682.47; 9676.000;    0.000;    0.000
 682.62;10828.000;    0.000;    0.000
 682.78;16576.000;    0.000;    0.000
 682.93;12200.000;    0.000;    0.000
 683.09;17100.000;    0.000;    0.000
 683.25;15516.000;    0.000;    0.000
 683.40; 9468.000;    0.000;    0.000
 683.56;13464.000;    0.000;    0.000
 683.71; 8304.000;    0.000;    0.000
 683.87; 9696.000;    0.000;    0.000
 684.03;10032.000;    0.000;    0.000
 684.18;16168.000;    0.000;    0.000
 684.34;15652.000;    0.000;    0.000
 684.49;20228.000;    0.000;    0.000
 684.65;14080.000;    0.000;    0.000
 684.80;12912.000;    0.000;    0.000
 684.96;13176.000;    0.000;    0.000
 685.12;13448.000;    0.000;    0.000
 685.27;17864.000;    0.000;    0.000
 685.43; 8384.000;    0.000;    0.000
 685.58;14536.000;    0.000;    0.000
 685.74;10032.000;    0.000;    0.000
 685.90;11244.000;    0.000;    0.000
 686.05;11508.000;    0.000;    0.000
 686.21;10984.000;    0.000;    0.000
 686.36; 9172.000;    0.000;    0.000
 686.52; 8020.000;    0.000;    0.000
 686.67; 8432.000;    0.000;    0.000
 686.83;10716.000;    0.000;    0.000
 686.99;11788.000;    0.000;    0.000
 687.14;17408.000;    0.000;    0.000
 687.30;14320.000;    0.000;    0.000
 687.45;13920.000;    0.000;    0.000
 687.61; 8356.000;    0.000;    0.000
 687.76;14504.000;    0.000;    0.000
 687.92;15768.000;    0.000;    0.000
 688.07; 6960.000;    0.000;    0.000
 688.23; 9452.000;    0.000;    0.000
 688.39;13580.000;    0.000;    0.000
 688.54;14364.000;    0.000;    0.000
 688.70;11436.000;    0.000;    0.000
 688.85;14552.000;    0.000;    0.000
 689.01; 9784.000;    0.000;    0.000
 689.16;12440.000;    0.000;    0.000
 689.32;16140.000;    0.000;    0.000
 689.47; 9204.000;    0.000;    0.000
 689.63;18460.000;    0.000;    0.000
 689.79; 8052.000;    0.000;    0.000
 689.94;12328.000;    0.000;    0.000
 690.10; 8600.000;    0.000;    0.000
 690.25; 9852.000;    0.000;    0.000
 690.41;16672.000;    0.000;    0.000
 690.56;13136.000;    0.000;    0.000
 690.72; 9252.000;    0.000;    0.000
 690.87;23000.000;    0.000;    0.000
 691.03;16468.000;    0.000;    0.000
 691.18;13724.000;    0.000;    0.000
 691.34; 9752.000;    0.000;    0.000
 691.50;15428.000;    0.000;    0.000
 691.65;16080.000;    0.000;    0.000
 691.81;13904.000;    0.000;    0.000
 691.96;15464.000;    0.000;    0.000
 692.12;12816.000;    0.000;    0.000
 692.27;14560.000;    0.000;    0.000
 692.43;11752.000;    0.000;    0.000
 692.58; 8772.000;    0.000;    0.000
 692.74;13972.000;    0.000;    0.000
 692.89;17280.000;    0.000;    0.000
 693.05;11556.000;    0.000;    0.000
 693.20; 9192.000;    0.000;    0.000
 693.36;15372.000;    0.000;    0.000
 693.52;16340.000;    0.000;    0.000
 693.67;16024.000;    0.000;    0.000
 693.83;12156.000;    0.000;    0.000
 693.98;15100.000;    0.000;    0.000
 694.14; 9872.000;    0.000;    0.000
 694.29; 9952.000;    0.000;    0.000
 694.45; 8992.000;    0.000;    0.000
 694.60;14548.000;    0.000;    0.000
 694.76;11368.000;    0.000;    0.000
 694.91;10448.000;    0.000;    0.000
 695.07;12172.000;    0.000;    0.000
 695.22; 7944.000;    0.000;    0.000
 695.38;25624.000;    0.000;    0.000
 695.53;11220.000;    0.000;    0.000
 695.69;10448.000;    0.000;    0.000
 695.84; 6800.000;    0.000;    0.000
 696.00;12940.000;    0.000;    0.000
 696.15;11708.000;    0.000;    0.000
 696.31;11124.000;    0.000;    0.000
 696.46;10144.000;    0.000;    0.000
 696.62;17156.000;    0.000;    0.000
 696.77;13964.000;    0.000;    0.000
 696.93;14068.000;    0.000;    0.000
 697.08;10920.000;    0.000;    0.000
 697.24;10000.000;    0.000;    0.000
 697.40;15492.000;    0.000;    0.000
 697.55;12860.000;    0.000;    0.000
 697.71;10460.000;    0.000;    0.000
 697.86; 9184.000;    0.000;    0.000
 698.02;14932.000;    0.000;    0.000
 698.17; 9028.000;    0.000;    0.000
 698.33;10836.000;    0.000;    0.000
 698.48;16356.000;    0.000;    0.000
 698.64;12132.000;    0.000;    0.000
 698.79;11180.000;    0.000;    0.000
 698.95;16316.000;    0.000;    0.000
 699.10;14356.000;    0.000;    0.000
 699.26;11300.000;    0.000;    0.000
 699.41; 8632.000;    0.000;    0.000
 699.57;12888.000;    0.000;    0.000
 699.72; 7952.000;    0.000;    0.000
 699.88;11928.000;    0.000;    0.000
 700.03;11052.000;    0.000;    0.000
 700.19;10640.000;    0.000;    0.000
 700.34;14924.000;    0.000;    0.000
 700.49;20444.000;    0.000;    0.000
 700.65; 8592.000;    0.000;    0.000
 700.80; 9704.000;    0.000;    0.000
 700.96;18592.000;    0.000;    0.000
 701.11;15144.000;    0.000;    0.000
 701.27;15880.000;    0.000;    0.000
 701.42;10620.000;    0.000;    0.000
 701.58; 9076.000;    0.000;    0.000
 701.73;14572.000;    0.000;    0.000
 701.89;11408.000;    0.000;    0.000
 702.04; 6404.000;    0.000;    0.000
 702.20;14920.000;    0.000;    0.000
 702.35;19220.000;    0.000;    0.000
 702.51; 6216.000;    0.000;    0.000
 702.66;10364.000;    0.000;    0.000
 702.82;13352.000;    0.000;    0.000
 702.97; 9756.000;    0.000;    0.000
 703.13; 9612.000;    0.000;    0.000
 703.28;12152.000;    0.000;    0.000
 703.44; 7476.000;    0.000;    0.000
 703.59;11688.000;    0.000;    0.000
 703.75;12824.000;    0.000;    0.000
 703.90;14728.000;    0.000;    0.000
 704.06; 6932.000;    0.000;    0.000
 704.21;13632.000;    0.000;    0.000
 704.36; 7632.000;    0.000;    0.000
 704.52;14664.000;    0.000;    0.000
 704.67;15312.000;    0.000;    0.000
 704.83;11180.000;    0.000;    0.000
 704.98; 9444.000;    0.000;    0.000
 705.14;10116.000;    0.000;    0.000
 705.29;12320.000;    0.000;    0.000
 705.45;12004.000;    0.000;    0.000
 705.60;17364.000;    0.000;    0.000
 705.76; 7664.000;    0.000;    0.000
 705.91;18200.000;    0.000;    0.000
 706.07;10956.000;    0.000;    0.000
 706.22;11216.000;    0.000;    0.000
 706.37;17064.000;    0.000;    0.000
 706.53;11296.000;    0.000;    0.000
 706.68;11560.000;    0.000;    0.000
 706.84;13804.000;    0.000;    0.000
 706.99;12996.000;    0.000;    0.000
 707.15;11068.000;    0.000;    0.000
 707.30;19932.000;    0.000;    0.000
 707.46; 8912.000;    0.000;    0.000
 707.61;10816.000;    0.000;    0.000
 707.77; 7028.000;    0.000;    0.000
 707.92;15348.000;    0.000;    0.000
 708.07;11040.000;    0.000;    0.000
 708.23;11552.000;    0.000;    0.000
 708.38; 8084.000;    0.000;    0.000
 708.54;15104.000;    0.000;    0.000
 708.69;10308.000;    0.000;    0.000
 708.85;10180.000;    0.000;    0.000
 709.00;14160.000;    0.000;    0.000
 709.16;14112.000;    0.000;    0.000
 709.31;13464.000;    0.000;    0.000
 709.46;13096.000;    0.000;    0.000
 709.62; 9468.000;    0.000;    0.000
 709.77; 9460.000;    0.000;    0.000
 709.93; 6476.000;    0.000;    0.000
 710.08;13008.000;    0.000;    0.000
 710.24;10188.000;    0.000;    0.000
 710.39;11884.000;    0.000;    0.000
 710.54; 5772.000;    0.000;    0.000
 710.70;11864.000;    0.000;    0.000
 710.85;16356.000;    0.000;    0.000
 711.01;10076.000;    0.000;    0.000
 711.16;14832.000;    0.000;    0.000
 711.32; 6392.000;    0.000;    0.000
 711.47; 9508.000;    0.000;    0.000
 711.62;16452.000;    0.000;    0.000
 711.78; 5760.000;    0.000;    0.000
 711.93;11028.000;    0.000;    0.000
 712.09; 8940.000;    0.000;    0.000
 712.24;11088.000;    0.000;    0.000
 712.40; 8412.000;    0.000;    0.000
 712.55;15856.000;    0.000;    0.000
 712.70; 8884.000;    0.000;    0.000
 712.86;15644.000;    0.000;    0.000
 713.01;12408.000;    0.000;    0.000
 713.17;12064.000;    0.000;    0.000
 713.32; 6980.000;    0.000;    0.000
 713.48;14164.000;    0.000;    0.000
 713.63; 8908.000;    0.000;    0.000
 713.78;13176.000;    0.000;    0.000
 713.94;14700.000;    0.000;    0.000
 714.09;10456.000;    0.000;    0.000
 714.25; 7944.000;    0.000;    0.000
 714.40;13920.000;    0.000;    0.000
 714.55; 9916.000;    0.000;    0.000
 714.71;10172.000;    0.000;    0.000
 714.86;12616.000;    0.000;    0.000
 715.02; 7996.000;    0.000;    0.000
 715.17; 8108.000;    0.000;    0.000
 715.32;14908.000;    0.000;    0.000
 715.48;10888.000;    0.000;    0.000
 715.63;10028.000;    0.000;    0.000
 715.79;18624.000;    0.000;    0.000
 715.94; 8228.000;    0.000;    0.000
 716.09; 7048.000;    0.000;    0.000
 716.25;20736.000;    0.000;    0.000
 716.40; 9320.000;    0.000;    0.000
 716.56;11820.000;    0.000;    0.000
 716.71; 9796.000;    0.000;    0.000
 716.86;11928.000;    0.000;    0.000
 717.02; 9208.000;    0.000;    0.000
 717.17;18388.000;    0.000;    0.000
 717.33;10416.000;    0.000;    0.000
 717.48;11724.000;    0.000;    0.000
 717.63;10688.000;    0.000;    0.000
 717.79;14852.000;    0.000;    0.000
 717.94;13052.000;    0.000;    0.000
 718.10;11768.000;    0.000;    0.000
 718.25; 9512.000;    0.000;    0.000
 718.40; 9000.000;    0.000;    0.000
 718.56; 6440.000;    0.000;    0.000
 718.71; 9244.000;    0.000;    0.000
 718.87;13204.000;    0.000;    0.000
 719.02;13316.000;    0.000;    0.000
 719.17;12588.000;    0.000;    0.000
 719.33;19052.000;    0.000;    0.000
 719.48;16200.000;    0.000;    0.000
 719.63;11272.000;    0.000;    0.000
 719.79;18924.000;    0.000;    0.000
 719.94; 8508.000;    0.000;    0.000
 720.10; 7800.000;    0.000;    0.000
 720.25;10968.000;    0.000;    0.000
 720.40; 8780.000;    0.000;    0.000
 720.56;18040.000;    0.000;    0.000
 720.71;16240.000;    0.000;    0.000
 720.86;10740.000;    0.000;    0.000
 721.02;11184.000;    0.000;    0.000
 721.17; 9900.000;    0.000;    0.000
 721.33;15256.000;    0.000;    0.000
 721.48; 6908.000;    0.000;    0.000
 721.63;15040.000;    0.000;    0.000
 721.79;24440.000;    0.000;    0.000
 721.94;11320.000;    0.000;    0.000
 722.09;14176.000;    0.000;    0.000
 722.25; 9676.000;    0.000;    0.000
 722.40;13896.000;    0.000;    0.000
 722.55;13444.000;    0.000;    0.000
 722.71;12592.000;    0.000;    0.000
 722.86;11728.000;    0.000;    0.000
 723.02;15496.000;    0.000;    0.000
 723.17;12556.000;    0.000;    0.000
 723.32;16984.000;    0.000;    0.000
 723.48;15576.000;    0.000;    0.000
 723.63;15036.000;    0.000;    0.000
 723.78;18280.000;    0.000;    0.000
 723.94;15400.000;    0.000;    0.000
 724.09; 9264.000;    0.000;    0.000
 724.24;17628.000;    0.000;    0.000
 724.40;16092.000;    0.000;    0.000
 724.55;23304.000;    0.000;    0.000
 724.70; 9304.000;    0.000;    0.000
 724.86;11524.000;    0.000;    0.000
 725.01;13748.000;    0.000;    0.000
 725.17;12300.000;    0.000;    0.000
 725.32; 8684.000;    0.000;    0.000
 725.47;18588.000;    0.000;    0.000
 725.63;17420.000;    0.000;    0.000
 725.78;19064.000;    0.000;    0.000
 725.93;17372.000;    0.000;    0.000
 726.09;10812.000;    0.000;    0.000
 726.24;13048.000;    0.000;    0.000
 726.39;11472.000;    0.000;    0.000
 726.55;13628.000;    0.000;    0.000
 726.70;14072.000;    0.000;    0.000
 726.85;12736.000;    0.000;    0.000
 727.01;16188.000;    0.000;    0.000
 727.16;10552.000;    0.000;    0.000
 727.31;10708.000;    0.000;    0.000
 727.47;10992.000;    0.000;    0.000
 727.62;17000.000;    0.000;    0.000
 727.77;13456.000;    0.000;    0.000
 727.93;12132.000;    0.000;    0.000
 728.08;17148.000;    0.000;    0.000
 728.23;12920.000;    0.000;    0.000
 728.39; 9748.000;    0.000;    0.000
 728.54;11104.000;    0.000;    0.000
 728.69;14552.000;    0.000;    0.000
 728.85;14684.000;    0.000;    0.000
 729.00; 8700.000;    0.000;    0.000
 729.15;13184.000;    0.000;    0.000
 729.31;14672.000;    0.000;    0.000
 729.46;15164.000;    0.000;    0.000
 729.61;16060.000;    0.000;    0.000
 729.76;10120.000;    0.000;    0.000
 729.92;15976.000;    0.000;    0.000
 730.07; 7288.000;    0.000;    0.000
 730.22; 8696.000;    0.000;    0.000
 730.38;10376.000;    0.000;    0.000
 730.53;18776.000;    0.000;    0.000
 730.68;10380.000;    0.000;    0.000
 730.84;16860.000;    0.000;    0.000
 730.99;20480.000;    0.000;    0.000
 731.14;14788.000;    0.000;    0.000
 731.30;17664.000;    0.000;    0.000
 731.45;14680.000;    0.000;    0.000
 731.60;21140.000;    0.000;    0.000
 731.76;13756.000;    0.000;    0.000
 731.91;10204.000;    0.000;    0.000
 732.06; 9492.000;    0.000;    0.000
 732.21;26180.000;    0.000;    0.000
 732.37;10348.000;    0.000;    0.000
 732.52;17340.000;    0.000;    0.000
 732.67; 8284.000;    0.000;    0.000
 732.83;12356.000;    0.000;    0.000
 732.98;13840.000;    0.000;    0.000
 733.13;18912.000;    0.000;    0.000
 733.29;18364.000;    0.000;    0.000
 733.44;19292.000;    0.000;    0.000
 733.59; 8536.000;    0.000;    0.000
 733.74;16320.000;    0.000;    0.000
 733.90;10952.000;    0.000;    0.000
 734.05;15024.000;    0.000;    0.000
 734.20;10572.000;    0.000;    0.000
 734.36;12464.000;    0.000;    0.000
 734.51; 4872.000;    0.000;    0.000
 734.66;12432.000;    0.000;    0.000
 734.82; 9368.000;    0.000;    0.000
 734.97;12632.000;    0.000;    0.000
 735.12;13268.000;    0.000;    0.000
 735.27;16476.000;    0.000;    0.000
 735.43;16452.000;    0.000;    0.000
 735.58; 9620.000;    0.000;    0.000
 735.73;14912.000;    0.000;    0.000
 735.89; 7764.000;    0.000;    0.000
 736.04;17240.000;    0.000;    0.000
 736.19;14788.000;    0.000;    0.000
 736.34;11032.000;    0.000;    0.000
 736.50;13932.000;    0.000;    0.000
 736.65;14868.000;    0.000;    0.000
 736.80;16532.000;    0.000;    0.000
 736.95;14060.000;    0.000;    0.000
 737.11;10576.000;    0.000;    0.000
 737.26;12652.000;    0.000;    0.000
 737.41;15496.000;    0.000;    0.000
 737.57;13176.000;    0.000;    0.000
 737.72; 8376.000;    0.000;    0.000
 737.87; 8672.000;    0.000;    0.000
 738.02;15528.000;    0.000;    0.000
 738.18; 9664.000;    0.000;    0.000
 738.33;11164.000;    0.000;    0.000
 738.48;18324.000;    0.000;    0.000
 738.63;13220.000;    0.000;    0.000
 738.79;11020.000;    0.000;    0.000
 738.94; 5644.000;    0.000;    0.000
 739.09; 8260.000;    0.000;    0.000
 739.25;13264.000;    0.000;    0.000
 739.40;17648.000;    0.000;    0.000
 739.55;10796.000;    0.000;    0.000
 739.70;13780.000;    0.000;    0.000
 739.86;12184.000;    0.000;    0.000
 740.01;24752.000;    0.000;    0.000
 740.16; 8252.000;    0.000;    0.000
 740.31;14092.000;    0.000;    0.000
 740.47;12432.000;    0.000;    0.000
 740.62;13036.000;    0.000;    0.000
 740.77; 8612.000;    0.000;    0.000
 740.92;12044.000;    0.000;    0.000
 741.08;10872.000;    0.000;    0.000
 741.23;12312.000;    0.000;    0.000
 741.38;19584.000;    0.000;    0.000
 741.53;16952.000;    0.000;    0.000
 741.69; 9944.000;    0.000;    0.000
 741.84;13352.000;    0.000;    0.000
 741.99;13088.000;    0.000;    0.000
 742.14;10780.000;    0.000;    0.000
 742.30;11328.000;    0.000;    0.000
 742.45;12444.000;    0.000;    0.000
 742.60; 7152.000;    0.000;    0.000
 742.75;13736.000;    0.000;    0.000
 742.91;14804.000;    0.000;    0.000
 743.06; 6924.000;    0.000;    0.000
 743.21;15272.000;    0.000;    0.000
 743.36;11516.000;    0.000;    0.000
 743.52;19788.000;    0.000;    0.000
 743.67;12332.000;    0.000;    0.000
 743.82;12308.000;    0.000;    0.000
 743.97; 8868.000;    0.000;    0.000
 744.12;16572.000;    0.000;    0.000
 744.28;17304.000;    0.000;    0.000
 744.43;18004.000;    0.000;    0.000
 744.58; 9580.000;    0.000;    0.000
 744.73;12268.000;    0.000;    0.000
 744.89;12436.000;    0.000;    0.000
 745.04; 8964.000;    0.000;    0.000
 745.19;12152.000;    0.000;    0.000
 745.34;16580.000;    0.000;    0.000
 745.50;11336.000;    0.000;    0.000
 745.65;12164.000;    0.000;    0.000
 745.80;11440.000;    0.000;    0.000
 745.95; 8620.000;    0.000;    0.000
 746.10;10544.000;    0.000;    0.000
 746.26;11412.000;    0.000;    0.000
 746.41;10600.000;    0.000;    0.000
 746.56;13688.000;    0.000;    0.000
 746.71;11152.000;    0.000;    0.000
 746.87; 7604.000;    0.000;    0.000
 747.02;15516.000;    0.000;    0.000
 747.17;14284.000;    0.000;    0.000
 747.32;11212.000;    0.000;    0.000
 747.47;13516.000;    0.000;    0.000
 747.63;14712.000;    0.000;    0.000
 747.78;17708.000;    0.000;    0.000
 747.93;15772.000;    0.000;    0.000
 748.08;12344.000;    0.000;    0.000
 748.23; 9956.000;    0.000;    0.000
 748.39;13220.000;    0.000;    0.000
 748.54;15680.000;    0.000;    0.000
 748.69; 8212.000;    0.000;    0.000
 748.84; 8792.000;    0.000;    0.000
 748.99; 9060.000;    0.000;    0.000
 749.15; 9944.000;    0.000;    0.000
 749.30;18336.000;    0.000;    0.000
 749.45;14104.000;    0.000;    0.000
 749.60;21308.000;    0.000;    0.000
 749.75;12300.000;    0.000;    0.000
 749.91;14536.000;    0.000;    0.000
 750.06;11612.000;    0.000;    0.000
 750.21;11880.000;    0.000;    0.000
 750.36;11760.000;    0.000;    0.000
 750.51;15724.000;    0.000;    0.000
 750.67;13928.000;    0.000;    0.000
 750.82; 7956.000;    0.000;    0.000
 750.97;13220.000;    0.000;    0.000
 751.12; 8084.000;    0.000;    0.000
 751.27;11344.000;    0.000;    0.000
 751.43;12812.000;    0.000;    0.000
 751.58; 7844.000;    0.000;    0.000
 751.73; 9256.000;    0.000;    0.000
 751.88;14852.000;    0.000;    0.000
