X590
Integration time [ms]: 40000.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 0604028U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 645.43;14676.000;    0.000;    0.000
 645.59;17456.000;    0.000;    0.000
 645.75;13356.000;    0.000;    0.000
 645.91;12720.000;    0.000;    0.000
 646.06;23036.000;    0.000;    0.000
 646.22;15436.000;    0.000;    0.000
 646.38;17884.000;    0.000;    0.000
 646.54;13800.000;    0.000;    0.000
 646.70; 8976.000;    0.000;    0.000
 646.85; 8308.000;    0.000;    0.000
 647.01;14736.000;    0.000;    0.000
 647.17;15616.000;    0.000;    0.000
 647.33;12060.000;    0.000;    0.000
 647.48;19680.000;    0.000;    0.000
 647.64;10372.000;    0.000;    0.000
 647.80;15404.000;    0.000;    0.000
 647.96;15152.000;    0.000;    0.000
 648.12;13896.000;    0.000;    0.000
 648.27; 9448.000;    0.000;    0.000
 648.43;14788.000;    0.000;    0.000
 648.59;16536.000;    0.000;    0.000
 648.75;10436.000;    0.000;    0.000
 648.90;10640.000;    0.000;    0.000
 649.06;12068.000;    0.000;    0.000
 649.22;13836.000;    0.000;    0.000
 649.38;11640.000;    0.000;    0.000
 649.54; 8844.000;    0.000;    0.000
 649.69; 8556.000;    0.000;    0.000
 649.85;10976.000;    0.000;    0.000
 650.01;13280.000;    0.000;    0.000
 650.17;10508.000;    0.000;    0.000
 650.32;10712.000;    0.000;    0.000
 650.48;11664.000;    0.000;    0.000
 650.64;11428.000;    0.000;    0.000
 650.80;13776.000;    0.000;    0.000
 650.95;17376.000;    0.000;    0.000
 651.11;14648.000;    0.000;    0.000
 651.27;13412.000;    0.000;    0.000
 651.43;16616.000;    0.000;    0.000
 651.58;14256.000;    0.000;    0.000
 651.74;13336.000;    0.000;    0.000
 651.90;11016.000;    0.000;    0.000
 652.06; 9724.000;    0.000;    0.000
 652.22;16624.000;    0.000;    0.000
 652.37;16812.000;    0.000;    0.000
 652.53;10808.000;    0.000;    0.000
 652.69; 8260.000;    0.000;    0.000
 652.85;16472.000;    0.000;    0.000
 653.00;10888.000;    0.000;    0.000
 653.16;11184.000;    0.000;    0.000
 653.32; 9684.000;    0.000;    0.000
 653.48;11484.000;    0.000;    0.000
 653.63;10060.000;    0.000;    0.000
 653.79;14636.000;    0.000;    0.000
 653.95; 6972.000;    0.000;    0.000
 654.11; 7284.000;    0.000;    0.000
 654.26;20268.000;    0.000;    0.000
 654.42; 7040.000;    0.000;    0.000
 654.58; 6676.000;    0.000;    0.000
 654.74;18004.000;    0.000;    0.000
 654.89; 7152.000;    0.000;    0.000
 655.05; 9360.000;    0.000;    0.000
 655.21;11628.000;    0.000;    0.000
 655.36;14488.000;    0.000;    0.000
 655.52;13796.000;    0.000;    0.000
 655.68;12064.000;    0.000;    0.000
 655.84;13032.000;    0.000;    0.000
 655.99;11848.000;    0.000;    0.000
 656.15;10840.000;    0.000;    0.000
 656.31; 9076.000;    0.000;    0.000
 656.47; 8904.000;    0.000;    0.000
 656.62; 8052.000;    0.000;    0.000
 656.78;13188.000;    0.000;    0.000
 656.94; 9216.000;    0.000;    0.000
 657.10; 9264.000;    0.000;    0.000
 657.25;14164.000;    0.000;    0.000
 657.41;10116.000;    0.000;    0.000
 657.57;14628.000;    0.000;    0.000
 657.72; 8468.000;    0.000;    0.000
 657.88;12264.000;    0.000;    0.000
 658.04; 8296.000;    0.000;    0.000
 658.20; 9572.000;    0.000;    0.000
 658.35; 6028.000;    0.000;    0.000
 658.51; 7832.000;    0.000;    0.000
 658.67;12264.000;    0.000;    0.000
 658.83;12368.000;    0.000;    0.000
 658.98;12456.000;    0.000;    0.000
 659.14;11400.000;    0.000;    0.000
 659.30;17956.000;    0.000;    0.000
 659.45;10776.000;    0.000;    0.000
 659.61;16392.000;    0.000;    0.000
 659.77;13556.000;    0.000;    0.000
 659.93;11132.000;    0.000;    0.000
 660.08;14076.000;    0.000;    0.000
 660.24;17832.000;    0.000;    0.000
 660.40;15040.000;    0.000;    0.000
 660.55;10324.000;    0.000;    0.000
 660.71; 9820.000;    0.000;    0.000
 660.87; 8280.000;    0.000;    0.000
 661.03;12384.000;    0.000;    0.000
 661.18;10652.000;    0.000;    0.000
 661.34; 9244.000;    0.000;    0.000
 661.50; 8884.000;    0.000;    0.000
 661.65; 8148.000;    0.000;    0.000
 661.81;13244.000;    0.000;    0.000
 661.97;13112.000;    0.000;    0.000
 662.13;14920.000;    0.000;    0.000
 662.28;14852.000;    0.000;    0.000
 662.44;17612.000;    0.000;    0.000
 662.60;11216.000;    0.000;    0.000
 662.75; 9188.000;    0.000;    0.000
 662.91;19700.000;    0.000;    0.000
 663.07;10288.000;    0.000;    0.000
 663.22;11956.000;    0.000;    0.000
 663.38;12816.000;    0.000;    0.000
 663.54;16196.000;    0.000;    0.000
 663.69; 9900.000;    0.000;    0.000
 663.85; 8408.000;    0.000;    0.000
 664.01;15096.000;    0.000;    0.000
 664.17; 8572.000;    0.000;    0.000
 664.32;10200.000;    0.000;    0.000
 664.48; 9820.000;    0.000;    0.000
 664.64;13444.000;    0.000;    0.000
 664.79;18024.000;    0.000;    0.000
 664.95; 8376.000;    0.000;    0.000
 665.11;10684.000;    0.000;    0.000
 665.26;15220.000;    0.000;    0.000
 665.42;11636.000;    0.000;    0.000
 665.58;17616.000;    0.000;    0.000
 665.73; 9520.000;    0.000;    0.000
 665.89;12096.000;    0.000;    0.000
 666.05; 8432.000;    0.000;    0.000
 666.21;10060.000;    0.000;    0.000
 666.36; 8508.000;    0.000;    0.000
 666.52; 9172.000;    0.000;    0.000
 666.68;15148.000;    0.000;    0.000
 666.83;11656.000;    0.000;    0.000
 666.99; 7148.000;    0.000;    0.000
 667.15;11956.000;    0.000;    0.000
 667.30;16548.000;    0.000;    0.000
 667.46;11996.000;    0.000;    0.000
 667.62;12052.000;    0.000;    0.000
 667.77; 8860.000;    0.000;    0.000
 667.93;11816.000;    0.000;    0.000
 668.09;19728.000;    0.000;    0.000
 668.24; 6500.000;    0.000;    0.000
 668.40; 9584.000;    0.000;    0.000
 668.56;15552.000;    0.000;    0.000
 668.71;12804.000;    0.000;    0.000
 668.87; 7792.000;    0.000;    0.000
 669.03;15756.000;    0.000;    0.000
 669.18;12380.000;    0.000;    0.000
 669.34;10932.000;    0.000;    0.000
 669.50; 7188.000;    0.000;    0.000
 669.65; 6900.000;    0.000;    0.000
 669.81;24228.000;    0.000;    0.000
 669.97;11280.000;    0.000;    0.000
 670.12; 8180.000;    0.000;    0.000
 670.28;11952.000;    0.000;    0.000
 670.44;10060.000;    0.000;    0.000
 670.59; 8964.000;    0.000;    0.000
 670.75; 9036.000;    0.000;    0.000
 670.91;16456.000;    0.000;    0.000
 671.06;10900.000;    0.000;    0.000
 671.22; 7124.000;    0.000;    0.000
 671.38; 6800.000;    0.000;    0.000
 671.53; 5780.000;    0.000;    0.000
 671.69; 9828.000;    0.000;    0.000
 671.84;10248.000;    0.000;    0.000
 672.00; 9148.000;    0.000;    0.000
 672.16;13216.000;    0.000;    0.000
 672.31;17872.000;    0.000;    0.000
 672.47;16604.000;    0.000;    0.000
 672.63;13056.000;    0.000;    0.000
 672.78;12140.000;    0.000;    0.000
 672.94;14216.000;    0.000;    0.000
 673.10;15852.000;    0.000;    0.000
 673.25;10628.000;    0.000;    0.000
 673.41;11292.000;    0.000;    0.000
 673.57;22424.000;    0.000;    0.000
 673.72; 9884.000;    0.000;    0.000
 673.88;13964.000;    0.000;    0.000
 674.03;11576.000;    0.000;    0.000
 674.19;11464.000;    0.000;    0.000
 674.35;13052.000;    0.000;    0.000
 674.50;16512.000;    0.000;    0.000
 674.66;12192.000;    0.000;    0.000
 674.82;10324.000;    0.000;    0.000
 674.97; 8620.000;    0.000;    0.000
 675.13;10868.000;    0.000;    0.000
 675.29;10164.000;    0.000;    0.000
 675.44;10008.000;    0.000;    0.000
 675.60;16928.000;    0.000;    0.000
 675.75;11644.000;    0.000;    0.000
 675.91;16804.000;    0.000;    0.000
 676.07;15564.000;    0.000;    0.000
 676.22;13688.000;    0.000;    0.000
 676.38;13772.000;    0.000;    0.000
 676.54;14428.000;    0.000;    0.000
 676.69;12960.000;    0.000;    0.000
 676.85;14000.000;    0.000;    0.000
 677.00;15332.000;    0.000;    0.000
 677.16;10156.000;    0.000;    0.000
 677.32;15008.000;    0.000;    0.000
 677.47;12748.000;    0.000;    0.000
 677.63; 8856.000;    0.000;    0.000
 677.79;12884.000;    0.000;    0.000
 677.94;13132.000;    0.000;    0.000
 678.10;11468.000;    0.000;    0.000
 678.25;19100.000;    0.000;    0.000
 678.41; 6544.000;    0.000;    0.000
 678.57; 9936.000;    0.000;    0.000
 678.72;10680.000;    0.000;    0.000
 678.88;11164.000;    0.000;    0.000
 679.03; 9000.000;    0.000;    0.000
 679.19;11588.000;    0.000;    0.000
 679.35;16104.000;    0.000;    0.000
 679.50;12228.000;    0.000;    0.000
 679.66;15456.000;    0.000;    0.000
 679.82;11304.000;    0.000;    0.000
 679.97;11644.000;    0.000;    0.000
 680.13;14424.000;    0.000;    0.000
 680.28; 9788.000;    0.000;    0.000
 680.44; 7840.000;    0.000;    0.000
 680.60;10948.000;    0.000;    0.000
 680.75; 9308.000;    0.000;    0.000
 680.91;19356.000;    0.000;    0.000
 681.06;13756.000;    0.000;    0.000
 681.22; 9684.000;    0.000;    0.000
 681.38;16716.000;    0.000;    0.000
 681.53;12524.000;    0.000;    0.000
 681.69;10816.000;    0.000;    0.000
 681.84;17904.000;    0.000;    0.000
 682.00; 7996.000;    0.000;    0.000
 682.16;12176.000;    0.000;    0.000
 682.31;12988.000;    0.000;    0.000
 682.47; 9288.000;    0.000;    0.000
 682.62;10516.000;    0.000;    0.000
 682.78;16028.000;    0.000;    0.000
 682.93;11656.000;    0.000;    0.000
 683.09;16296.000;    0.000;    0.000
 683.25;15572.000;    0.000;    0.000
 683.40; 9092.000;    0.000;    0.000
 683.56;12880.000;    0.000;    0.000
 683.71; 8028.000;    0.000;    0.000
 683.87; 9328.000;    0.000;    0.000
 684.03; 9752.000;    0.000;    0.000
 684.18;15336.000;    0.000;    0.000
 684.34;15176.000;    0.000;    0.000
 684.49;19084.000;    0.000;    0.000
 684.65;13620.000;    0.000;    0.000
 684.80;12224.000;    0.000;    0.000
 684.96;12680.000;    0.000;    0.000
 685.12;12792.000;    0.000;    0.000
 685.27;17308.000;    0.000;    0.000
 685.43; 7944.000;    0.000;    0.000
 685.58;14156.000;    0.000;    0.000
 685.74; 9744.000;    0.000;    0.000
 685.90;10660.000;    0.000;    0.000
 686.05;11052.000;    0.000;    0.000
 686.21;10656.000;    0.000;    0.000
 686.36; 8920.000;    0.000;    0.000
 686.52; 7868.000;    0.000;    0.000
 686.67; 8304.000;    0.000;    0.000
 686.83;10428.000;    0.000;    0.000
 686.99;11304.000;    0.000;    0.000
 687.14;16720.000;    0.000;    0.000
 687.30;13684.000;    0.000;    0.000
 687.45;13220.000;    0.000;    0.000
 687.61; 8024.000;    0.000;    0.000
 687.76;13996.000;    0.000;    0.000
 687.92;15124.000;    0.000;    0.000
 688.07; 6800.000;    0.000;    0.000
 688.23; 9004.000;    0.000;    0.000
 688.39;12920.000;    0.000;    0.000
 688.54;13736.000;    0.000;    0.000
 688.70;11040.000;    0.000;    0.000
 688.85;13936.000;    0.000;    0.000
 689.01; 9364.000;    0.000;    0.000
 689.16;12040.000;    0.000;    0.000
 689.32;15488.000;    0.000;    0.000
 689.47; 8912.000;    0.000;    0.000
 689.63;17616.000;    0.000;    0.000
 689.79; 7768.000;    0.000;    0.000
 689.94;11820.000;    0.000;    0.000
 690.10; 8364.000;    0.000;    0.000
 690.25; 9456.000;    0.000;    0.000
 690.41;15820.000;    0.000;    0.000
 690.56;12540.000;    0.000;    0.000
 690.72; 8876.000;    0.000;    0.000
 690.87;21948.000;    0.000;    0.000
 691.03;15988.000;    0.000;    0.000
 691.18;13128.000;    0.000;    0.000
 691.34; 9408.000;    0.000;    0.000
 691.50;14620.000;    0.000;    0.000
 691.65;15500.000;    0.000;    0.000
 691.81;13456.000;    0.000;    0.000
 691.96;14884.000;    0.000;    0.000
 692.12;12072.000;    0.000;    0.000
 692.27;13900.000;    0.000;    0.000
 692.43;11212.000;    0.000;    0.000
 692.58; 8476.000;    0.000;    0.000
 692.74;13380.000;    0.000;    0.000
 692.89;16584.000;    0.000;    0.000
 693.05;10996.000;    0.000;    0.000
 693.20; 8852.000;    0.000;    0.000
 693.36;14576.000;    0.000;    0.000
 693.52;15740.000;    0.000;    0.000
 693.67;15308.000;    0.000;    0.000
 693.83;11684.000;    0.000;    0.000
 693.98;14460.000;    0.000;    0.000
 694.14; 9528.000;    0.000;    0.000
 694.29; 9672.000;    0.000;    0.000
 694.45; 8648.000;    0.000;    0.000
 694.60;14068.000;    0.000;    0.000
 694.76;11008.000;    0.000;    0.000
 694.91;10080.000;    0.000;    0.000
 695.07;11700.000;    0.000;    0.000
 695.22; 7488.000;    0.000;    0.000
 695.38;24508.000;    0.000;    0.000
 695.53;10804.000;    0.000;    0.000
 695.69;10008.000;    0.000;    0.000
 695.84; 6660.000;    0.000;    0.000
 696.00;12440.000;    0.000;    0.000
 696.15;11312.000;    0.000;    0.000
 696.31;10616.000;    0.000;    0.000
 696.46; 9908.000;    0.000;    0.000
 696.62;16424.000;    0.000;    0.000
 696.77;13432.000;    0.000;    0.000
 696.93;13452.000;    0.000;    0.000
 697.08;10424.000;    0.000;    0.000
 697.24; 9828.000;    0.000;    0.000
 697.40;14848.000;    0.000;    0.000
 697.55;12360.000;    0.000;    0.000
 697.71; 9948.000;    0.000;    0.000
 697.86; 8844.000;    0.000;    0.000
 698.02;14264.000;    0.000;    0.000
 698.17; 8572.000;    0.000;    0.000
 698.33;10628.000;    0.000;    0.000
 698.48;15584.000;    0.000;    0.000
 698.64;11712.000;    0.000;    0.000
 698.79;10772.000;    0.000;    0.000
 698.95;15760.000;    0.000;    0.000
 699.10;13860.000;    0.000;    0.000
 699.26;11020.000;    0.000;    0.000
 699.41; 8168.000;    0.000;    0.000
 699.57;12512.000;    0.000;    0.000
 699.72; 7860.000;    0.000;    0.000
 699.88;11404.000;    0.000;    0.000
 700.03;10424.000;    0.000;    0.000
 700.19;10112.000;    0.000;    0.000
 700.34;14296.000;    0.000;    0.000
 700.49;19572.000;    0.000;    0.000
 700.65; 8344.000;    0.000;    0.000
 700.80; 9244.000;    0.000;    0.000
 700.96;17676.000;    0.000;    0.000
 701.11;14716.000;    0.000;    0.000
 701.27;15328.000;    0.000;    0.000
 701.42;10084.000;    0.000;    0.000
 701.58; 8844.000;    0.000;    0.000
 701.73;14176.000;    0.000;    0.000
 701.89;11152.000;    0.000;    0.000
 702.04; 6228.000;    0.000;    0.000
 702.20;14340.000;    0.000;    0.000
 702.35;18432.000;    0.000;    0.000
 702.51; 6020.000;    0.000;    0.000
 702.66;10004.000;    0.000;    0.000
 702.82;12768.000;    0.000;    0.000
 702.97; 9200.000;    0.000;    0.000
 703.13; 9384.000;    0.000;    0.000
 703.28;11512.000;    0.000;    0.000
 703.44; 7268.000;    0.000;    0.000
 703.59;11204.000;    0.000;    0.000
 703.75;12120.000;    0.000;    0.000
 703.90;14220.000;    0.000;    0.000
 704.06; 6704.000;    0.000;    0.000
 704.21;13232.000;    0.000;    0.000
 704.36; 7364.000;    0.000;    0.000
 704.52;14084.000;    0.000;    0.000
 704.67;14680.000;    0.000;    0.000
 704.83;10832.000;    0.000;    0.000
 704.98; 9184.000;    0.000;    0.000
 705.14; 9872.000;    0.000;    0.000
 705.29;11872.000;    0.000;    0.000
 705.45;11724.000;    0.000;    0.000
 705.60;17020.000;    0.000;    0.000
 705.76; 7580.000;    0.000;    0.000
 705.91;17364.000;    0.000;    0.000
 706.07;10688.000;    0.000;    0.000
 706.22;10856.000;    0.000;    0.000
 706.37;16352.000;    0.000;    0.000
 706.53;10956.000;    0.000;    0.000
 706.68;11228.000;    0.000;    0.000
 706.84;13232.000;    0.000;    0.000
 706.99;12332.000;    0.000;    0.000
 707.15;10536.000;    0.000;    0.000
 707.30;19348.000;    0.000;    0.000
 707.46; 8708.000;    0.000;    0.000
 707.61;10404.000;    0.000;    0.000
 707.77; 6744.000;    0.000;    0.000
 707.92;14736.000;    0.000;    0.000
 708.07;10776.000;    0.000;    0.000
 708.23;11224.000;    0.000;    0.000
 708.38; 8028.000;    0.000;    0.000
 708.54;14416.000;    0.000;    0.000
 708.69; 9964.000;    0.000;    0.000
 708.85; 9804.000;    0.000;    0.000
 709.00;13704.000;    0.000;    0.000
 709.16;13496.000;    0.000;    0.000
 709.31;13124.000;    0.000;    0.000
 709.46;12448.000;    0.000;    0.000
 709.62; 9116.000;    0.000;    0.000
 709.77; 9148.000;    0.000;    0.000
 709.93; 6428.000;    0.000;    0.000
 710.08;12180.000;    0.000;    0.000
 710.24; 9892.000;    0.000;    0.000
 710.39;11528.000;    0.000;    0.000
 710.54; 5564.000;    0.000;    0.000
 710.70;11344.000;    0.000;    0.000
 710.85;12988.000;    0.000;    0.000
 711.01; 9704.000;    0.000;    0.000
 711.16;14460.000;    0.000;    0.000
 711.32; 6200.000;    0.000;    0.000
 711.47; 9224.000;    0.000;    0.000
 711.62;15940.000;    0.000;    0.000
 711.78; 5676.000;    0.000;    0.000
 711.93;10540.000;    0.000;    0.000
 712.09; 8564.000;    0.000;    0.000
 712.24;10824.000;    0.000;    0.000
 712.40; 8196.000;    0.000;    0.000
 712.55;14988.000;    0.000;    0.000
 712.70; 8888.000;    0.000;    0.000
 712.86;15040.000;    0.000;    0.000
 713.01;11984.000;    0.000;    0.000
 713.17;11532.000;    0.000;    0.000
 713.32; 6728.000;    0.000;    0.000
 713.48;13700.000;    0.000;    0.000
 713.63; 8344.000;    0.000;    0.000
 713.78;12664.000;    0.000;    0.000
 713.94;14128.000;    0.000;    0.000
 714.09;10364.000;    0.000;    0.000
 714.25; 7620.000;    0.000;    0.000
 714.40;13236.000;    0.000;    0.000
 714.55; 9612.000;    0.000;    0.000
 714.71; 9832.000;    0.000;    0.000
 714.86;12140.000;    0.000;    0.000
 715.02; 7860.000;    0.000;    0.000
 715.17; 7980.000;    0.000;    0.000
 715.32;14304.000;    0.000;    0.000
 715.48;10696.000;    0.000;    0.000
 715.63; 9832.000;    0.000;    0.000
 715.79;17776.000;    0.000;    0.000
 715.94; 8116.000;    0.000;    0.000
 716.09; 6828.000;    0.000;    0.000
 716.25;19572.000;    0.000;    0.000
 716.40; 9172.000;    0.000;    0.000
 716.56;11568.000;    0.000;    0.000
 716.71; 9380.000;    0.000;    0.000
 716.86;11296.000;    0.000;    0.000
 717.02; 9040.000;    0.000;    0.000
 717.17;17760.000;    0.000;    0.000
 717.33;10248.000;    0.000;    0.000
 717.48;11428.000;    0.000;    0.000
 717.63;10400.000;    0.000;    0.000
 717.79;14160.000;    0.000;    0.000
 717.94;12720.000;    0.000;    0.000
 718.10;11316.000;    0.000;    0.000
 718.25; 9196.000;    0.000;    0.000
 718.40; 8720.000;    0.000;    0.000
 718.56; 6380.000;    0.000;    0.000
 718.71; 9064.000;    0.000;    0.000
 718.87;12832.000;    0.000;    0.000
 719.02;12716.000;    0.000;    0.000
 719.17;12016.000;    0.000;    0.000
 719.33;18120.000;    0.000;    0.000
 719.48;15412.000;    0.000;    0.000
 719.63;10912.000;    0.000;    0.000
 719.79;17996.000;    0.000;    0.000
 719.94; 8280.000;    0.000;    0.000
 720.10; 7672.000;    0.000;    0.000
 720.25;10420.000;    0.000;    0.000
 720.40; 8304.000;    0.000;    0.000
 720.56;17540.000;    0.000;    0.000
 720.71;15584.000;    0.000;    0.000
 720.86;10544.000;    0.000;    0.000
 721.02;10624.000;    0.000;    0.000
 721.17; 9692.000;    0.000;    0.000
 721.33;14492.000;    0.000;    0.000
 721.48; 6840.000;    0.000;    0.000
 721.63;14552.000;    0.000;    0.000
 721.79;23048.000;    0.000;    0.000
 721.94;10260.000;    0.000;    0.000
 722.09;13792.000;    0.000;    0.000
 722.25; 9084.000;    0.000;    0.000
 722.40;13456.000;    0.000;    0.000
 722.55;12984.000;    0.000;    0.000
 722.71;12028.000;    0.000;    0.000
 722.86;11212.000;    0.000;    0.000
 723.02;14860.000;    0.000;    0.000
 723.17;12256.000;    0.000;    0.000
 723.32;16268.000;    0.000;    0.000
 723.48;14864.000;    0.000;    0.000
 723.63;14412.000;    0.000;    0.000
 723.78;17744.000;    0.000;    0.000
 723.94;14792.000;    0.000;    0.000
 724.09; 8956.000;    0.000;    0.000
 724.24;16892.000;    0.000;    0.000
 724.40;15412.000;    0.000;    0.000
 724.55;22428.000;    0.000;    0.000
 724.70; 9020.000;    0.000;    0.000
 724.86;10928.000;    0.000;    0.000
 725.01;13308.000;    0.000;    0.000
 725.17;11884.000;    0.000;    0.000
 725.32; 8516.000;    0.000;    0.000
 725.47;17616.000;    0.000;    0.000
 725.63;16960.000;    0.000;    0.000
 725.78;18008.000;    0.000;    0.000
 725.93;16788.000;    0.000;    0.000
 726.09;10328.000;    0.000;    0.000
 726.24;12456.000;    0.000;    0.000
 726.39;11168.000;    0.000;    0.000
 726.55;13264.000;    0.000;    0.000
 726.70;13500.000;    0.000;    0.000
 726.85;12152.000;    0.000;    0.000
 727.01;15508.000;    0.000;    0.000
 727.16;10104.000;    0.000;    0.000
 727.31;10384.000;    0.000;    0.000
 727.47;10624.000;    0.000;    0.000
 727.62;16392.000;    0.000;    0.000
 727.77;12908.000;    0.000;    0.000
 727.93;11876.000;    0.000;    0.000
 728.08;16444.000;    0.000;    0.000
 728.23;12564.000;    0.000;    0.000
 728.39; 9488.000;    0.000;    0.000
 728.54;10896.000;    0.000;    0.000
 728.69;14180.000;    0.000;    0.000
 728.85;14216.000;    0.000;    0.000
 729.00; 8384.000;    0.000;    0.000
 729.15;12488.000;    0.000;    0.000
 729.31;14096.000;    0.000;    0.000
 729.46;14472.000;    0.000;    0.000
 729.61;15116.000;    0.000;    0.000
 729.76; 9676.000;    0.000;    0.000
 729.92;15260.000;    0.000;    0.000
 730.07; 7172.000;    0.000;    0.000
 730.22; 8568.000;    0.000;    0.000
 730.38;10096.000;    0.000;    0.000
 730.53;18124.000;    0.000;    0.000
 730.68; 9920.000;    0.000;    0.000
 730.84;16040.000;    0.000;    0.000
 730.99;19196.000;    0.000;    0.000
 731.14;14236.000;    0.000;    0.000
 731.30;16732.000;    0.000;    0.000
 731.45;14152.000;    0.000;    0.000
 731.60;20256.000;    0.000;    0.000
 731.76;13100.000;    0.000;    0.000
 731.91; 9796.000;    0.000;    0.000
 732.06; 8972.000;    0.000;    0.000
 732.21;24928.000;    0.000;    0.000
 732.37;10124.000;    0.000;    0.000
 732.52;16596.000;    0.000;    0.000
 732.67; 7948.000;    0.000;    0.000
 732.83;11692.000;    0.000;    0.000
 732.98;13124.000;    0.000;    0.000
 733.13;18252.000;    0.000;    0.000
 733.29;17460.000;    0.000;    0.000
 733.44;18520.000;    0.000;    0.000
 733.59; 8352.000;    0.000;    0.000
 733.74;15900.000;    0.000;    0.000
 733.90;10540.000;    0.000;    0.000
 734.05;14372.000;    0.000;    0.000
 734.20;10268.000;    0.000;    0.000
 734.36;11952.000;    0.000;    0.000
 734.51; 4760.000;    0.000;    0.000
 734.66;11796.000;    0.000;    0.000
 734.82; 9076.000;    0.000;    0.000
 734.97;12108.000;    0.000;    0.000
 735.12;13100.000;    0.000;    0.000
 735.27;15616.000;    0.000;    0.000
 735.43;15684.000;    0.000;    0.000
 735.58; 9304.000;    0.000;    0.000
 735.73;14520.000;    0.000;    0.000
 735.89; 7632.000;    0.000;    0.000
 736.04;16384.000;    0.000;    0.000
 736.19;14176.000;    0.000;    0.000
 736.34;10584.000;    0.000;    0.000
 736.50;13428.000;    0.000;    0.000
 736.65;14136.000;    0.000;    0.000
 736.80;15780.000;    0.000;    0.000
 736.95;13368.000;    0.000;    0.000
 737.11;10128.000;    0.000;    0.000
 737.26;12144.000;    0.000;    0.000
 737.41;15032.000;    0.000;    0.000
 737.57;12764.000;    0.000;    0.000
 737.72; 8140.000;    0.000;    0.000
 737.87; 8488.000;    0.000;    0.000
 738.02;15088.000;    0.000;    0.000
 738.18; 9420.000;    0.000;    0.000
 738.33;10780.000;    0.000;    0.000
 738.48;17220.000;    0.000;    0.000
 738.63;12536.000;    0.000;    0.000
 738.79;10720.000;    0.000;    0.000
 738.94; 5404.000;    0.000;    0.000
 739.09; 8144.000;    0.000;    0.000
 739.25;12712.000;    0.000;    0.000
 739.40;17000.000;    0.000;    0.000
 739.55;10336.000;    0.000;    0.000
 739.70;13196.000;    0.000;    0.000
 739.86;11612.000;    0.000;    0.000
 740.01;23632.000;    0.000;    0.000
 740.16; 7888.000;    0.000;    0.000
 740.31;13492.000;    0.000;    0.000
 740.47;11952.000;    0.000;    0.000
 740.62;12484.000;    0.000;    0.000
 740.77; 8372.000;    0.000;    0.000
 740.92;11736.000;    0.000;    0.000
 741.08;10492.000;    0.000;    0.000
 741.23;11840.000;    0.000;    0.000
 741.38;18740.000;    0.000;    0.000
 741.53;16012.000;    0.000;    0.000
 741.69; 9484.000;    0.000;    0.000
 741.84;12568.000;    0.000;    0.000
 741.99;12480.000;    0.000;    0.000
 742.14;10540.000;    0.000;    0.000
 742.30;10756.000;    0.000;    0.000
 742.45;11808.000;    0.000;    0.000
 742.60; 7004.000;    0.000;    0.000
 742.75;13284.000;    0.000;    0.000
 742.91;14244.000;    0.000;    0.000
 743.06; 6712.000;    0.000;    0.000
 743.21;14732.000;    0.000;    0.000
 743.36;11272.000;    0.000;    0.000
 743.52;18696.000;    0.000;    0.000
 743.67;11656.000;    0.000;    0.000
 743.82;11704.000;    0.000;    0.000
 743.97; 8616.000;    0.000;    0.000
 744.12;16108.000;    0.000;    0.000
 744.28;16496.000;    0.000;    0.000
 744.43;17420.000;    0.000;    0.000
 744.58; 9312.000;    0.000;    0.000
 744.73;11688.000;    0.000;    0.000
 744.89;11744.000;    0.000;    0.000
 745.04; 8672.000;    0.000;    0.000
 745.19;11872.000;    0.000;    0.000
 745.34;15980.000;    0.000;    0.000
 745.50;10956.000;    0.000;    0.000
 745.65;11688.000;    0.000;    0.000
 745.80;11244.000;    0.000;    0.000
 745.95; 8424.000;    0.000;    0.000
 746.10;10316.000;    0.000;    0.000
 746.26;10980.000;    0.000;    0.000
 746.41;10388.000;    0.000;    0.000
 746.56;13452.000;    0.000;    0.000
 746.71;10560.000;    0.000;    0.000
 746.87; 7348.000;    0.000;    0.000
 747.02;15012.000;    0.000;    0.000
 747.17;13888.000;    0.000;    0.000
 747.32;10852.000;    0.000;    0.000
 747.47;13272.000;    0.000;    0.000
 747.63;14112.000;    0.000;    0.000
 747.78;16956.000;    0.000;    0.000
 747.93;15020.000;    0.000;    0.000
 748.08;11920.000;    0.000;    0.000
 748.23; 9684.000;    0.000;    0.000
 748.39;12740.000;    0.000;    0.000
 748.54;15180.000;    0.000;    0.000
 748.69; 7948.000;    0.000;    0.000
 748.84; 8584.000;    0.000;    0.000
 748.99; 8844.000;    0.000;    0.000
 749.15; 9572.000;    0.000;    0.000
 749.30;17696.000;    0.000;    0.000
 749.45;13640.000;    0.000;    0.000
 749.60;20236.000;    0.000;    0.000
 749.75;11820.000;    0.000;    0.000
 749.91;13684.000;    0.000;    0.000
 750.06;11136.000;    0.000;    0.000
 750.21;11536.000;    0.000;    0.000
 750.36;11340.000;    0.000;    0.000
 750.51;14980.000;    0.000;    0.000
 750.67;13740.000;    0.000;    0.000
 750.82; 7772.000;    0.000;    0.000
 750.97;12672.000;    0.000;    0.000
 751.12; 7924.000;    0.000;    0.000
 751.27;10824.000;    0.000;    0.000
