950,-0.1341
949.5,-0.14331
949,-0.15252
948.5,-0.16173
948,-0.17094
947.5,-0.18015
947,-0.18936
946.5,-0.19856
946,-0.20777
945.5,-0.21698
945,-0.22619
944.5,-0.0411
944,-0.05031
943.5,-0.05952
943,-0.06872
942.5,-0.07793
942,-0.08714
941.5,-0.09635
941,-0.10556
940.5,0.07953
940,0.07032
939.5,0.06112
939,0.05191
938.5,0.0427
938,0.03349
937.5,0.02428
937,0.01507
936.5,0.20016
936,0.19096
935.5,0.18175
935,0.17254
934.5,0.16333
934,0.15412
933.5,0.33921
933,0.33
932.5,0.3208
932,0.31159
931.5,0.49668
931,0.48747
930.5,0.47826
930,0.66336
929.5,0.65415
929,0.64494
928.5,0.63573
928,0.82083
927.5,0.81162
927,0.80241
926.5,0.9875
926,0.97829
925.5,0.96908
925,1.15418
924.5,1.14497
924,1.33006
923.5,1.51516
923,1.50595
922.5,1.69105
922,1.87614
921.5,1.86693
921,2.05203
920.5,2.04282
920,2.22791
919.5,2.41301
919,2.5981
918.5,2.7832
918,2.77399
917.5,2.95908
917,3.14418
916.5,3.32927
916,3.70867
915.5,3.89377
915,4.07886
914.5,4.26396
914,4.44905
913.5,4.82845
913,5.01355
912.5,5.19864
912,5.57804
911.5,5.76314
911,6.14253
910.5,6.52193
910,6.70703
909.5,7.08643
909,7.46583
908.5,7.84523
908,8.22463
907.5,8.60403
907,8.98342
906.5,9.55713
906,9.93653
905.5,10.31593
905,10.88963
904.5,11.26903
904,11.84273
903.5,12.22213
903,12.79583
902.5,13.36954
902,13.94324
901.5,14.51694
901,15.09065
900.5,15.66435
900,16.43236
899.5,17.00606
899,17.57977
898.5,18.15347
898,18.92148
897.5,19.68948
897,20.26319
896.5,21.0312
896,21.7992
895.5,22.56721
895,23.14091
894.5,23.90892
894,24.67693
893.5,25.44494
893,26.21294
892.5,27.17526
892,27.94326
891.5,28.71127
891,29.47928
890.5,30.24729
890,31.2096
889.5,31.97761
889,32.74561
888.5,33.51362
888,34.47593
887.5,35.24394
887,36.01195
886.5,36.97426
886,37.74227
885.5,38.51027
885,39.27828
884.5,40.24059
884,41.0086
883.5,41.77661
883,42.54462
882.5,43.31262
882,44.08063
881.5,45.04294
881,45.81095
880.5,46.57896
880,47.34697
879.5,48.11497
879,48.88298
878.5,49.65099
878,50.419
877.5,51.38131
877,52.14932
876.5,53.11163
876,53.87963
875.5,54.84195
875,55.80426
874.5,56.76657
874,57.72888
873.5,58.69119
873,59.65351
872.5,60.61582
872,61.77243
871.5,62.92905
871,64.08566
870.5,65.24228
870,66.3989
869.5,67.74982
869,69.10074
868.5,70.64596
868,72.19119
867.5,73.73641
867,75.28163
866.5,77.02116
866,78.56639
865.5,80.30592
865,82.23975
864.5,84.17358
864,86.10741
863.5,88.23555
863,90.36369
862.5,92.49182
862,94.81426
861.5,97.13671
861,99.45915
860.5,101.78159
860,104.29833
859.5,106.81508
859,109.52613
858.5,112.04287
858,114.75392
857.5,117.27067
857,119.78741
856.5,122.30416
856,125.01521
855.5,127.33765
855,129.66009
854.5,131.98253
854,134.11067
853.5,136.0445
853,137.78403
852.5,139.32925
852,140.48587
851.5,141.44818
851,142.21619
850.5,142.78989
850,142.97499
849.5,142.77147
849,142.17935
848.5,141.39293
848,140.21789
847.5,138.65425
847,136.8963
846.5,134.74975
846,132.40889
845.5,129.87372
845,127.14426
844.5,124.02618
844,120.9081
843.5,117.59572
843,114.28334
842.5,110.97096
842,107.46428
841.5,103.95759
841,100.45091
840.5,96.94422
840,93.63184
839.5,90.31946
839,87.20139
838.5,84.08331
838,81.15954
837.5,78.43007
837,75.7006
836.5,72.97114
836,70.43597
835.5,67.90081
835,65.55995
834.5,63.4134
834,61.26684
833.5,59.12028
833,57.16803
832.5,55.21578
832,53.45784
831.5,51.69989
831,49.94194
830.5,48.3783
830,46.81466
829.5,45.44532
829,44.07598
828.5,42.70664
828,41.53161
827.5,40.16227
827,38.98723
826.5,38.0065
826,36.83147
825.5,36.04504
825,35.06431
824.5,34.27789
824,33.49146
823.5,32.70504
823,32.11292
822.5,31.52079
822,30.92867
821.5,30.53085
821,30.13304
820.5,29.92952
820,29.53171
819.5,29.32819
819,29.31898
818.5,29.30977
818,29.30056
817.5,29.48566
817,29.67075
816.5,29.85585
816,30.23525
815.5,30.80895
815,31.38266
814.5,32.15066
814,32.91867
813.5,33.88098
813,35.0376
812.5,36.38852
812,37.93374
811.5,39.47897
811,41.4128
810.5,43.34663
810,45.47477
809.5,47.99151
809,50.70256
808.5,53.80222
808,56.70758
807.5,59.80723
807,63.2955
806.5,66.97807
806,70.66064
805.5,74.53751
805,78.22008
804.5,81.70835
804,85.19662
803.5,88.49058
803,91.39593
802.5,93.71837
802,95.84651
801.5,97.58604
801,98.74265
800.5,99.31636
800,99.30715
799.5,98.90933
799,97.9286
798.5,96.55926
798,94.80132
797.5,92.65476
797,90.3139
796.5,87.77874
796,85.24357
795.5,82.51411
795,79.78464
794.5,77.05517
794,74.3257
793.5,71.59624
793,68.86677
792.5,66.3316
792,63.79644
791.5,61.45558
791,59.11472
790.5,56.77386
790,54.82161
789.5,52.86936
789,50.91711
788.5,48.96486
788,47.20691
787.5,45.44897
787,43.88532
786.5,42.32168
786,40.75804
785.5,39.19439
785,37.63075
784.5,36.26141
784,35.08638
783.5,33.71704
783,32.54201
782.5,31.36697
782,30.19194
781.5,29.0169
781,28.03617
780.5,27.05544
780,26.07471
779.5,25.09398
779,24.11325
778.5,23.32683
778,22.5404
777.5,21.75398
777,20.96755
776.5,20.37543
776,19.78331
775.5,19.19118
775,18.59906
774.5,18.00694
774,17.41482
773.5,17.017
773,16.42488
772.5,16.02706
772,15.62925
771.5,15.23143
771,14.83361
770.5,14.43579
770,14.03797
769.5,13.83446
769,13.43664
768.5,13.23313
768,12.83531
767.5,12.6318
767,12.42829
766.5,12.22477
766,12.02126
765.5,11.81775
765,11.61423
764.5,11.41072
764,11.40151
763.5,11.198
763,11.18879
762.5,10.98527
762,10.97607
761.5,10.77255
761,10.76334
760.5,10.75413
760,10.55062
759.5,10.54141
759,10.5322
758.5,10.32869
758,10.31948
757.5,10.31027
757,10.30106
756.5,10.29185
756,10.28264
755.5,10.07913
755,10.06992
