754.5,10.06071
754,9.8572
753.5,9.84799
753,9.64448
752.5,9.63527
752,9.43175
751.5,9.42254
751,9.21903
750.5,9.20982
750,9.00631
749.5,8.80279
749,8.79359
748.5,8.59007
748,8.58086
747.5,8.37735
747,8.17384
746.5,8.16463
746,7.96111
745.5,7.7576
745,7.74839
744.5,7.54488
744,7.34136
743.5,7.33216
743,7.12864
742.5,7.11943
742,6.91592
741.5,6.90671
741,6.7032
740.5,6.69399
740,6.49047
739.5,6.48126
739,6.27775
738.5,6.26854
738,6.25933
737.5,6.25012
737,6.04661
736.5,6.0374
736,6.02819
735.5,6.01898
735,5.81547
734.5,5.80626
734,5.79705
733.5,5.78784
733,5.77863
732.5,5.76942
732,5.76021
731.5,5.5567
731,5.54749
730.5,5.53828
730,5.52907
729.5,5.32556
729,5.31635
728.5,5.30714
728,5.29793
727.5,5.28872
727,5.08521
726.5,5.076
726,5.06679
725.5,4.86328
725,4.85407
724.5,4.84486
724,4.64135
723.5,4.63214
723,4.62293
722.5,4.41942
722,4.41021
721.5,4.401
721,4.19748
720.5,4.18827
720,4.17907
719.5,3.97555
719,3.96634
718.5,3.95713
718,3.75362
717.5,3.74441
717,3.7352
716.5,3.53169
716,3.52248
715.5,3.51327
715,3.30976
714.5,3.30055
714,3.29134
713.5,3.08783
713,3.07862
712.5,3.06941
712,2.86589
711.5,2.85668
711,2.65317
710.5,2.64396
710,2.63475
709.5,2.43124
709,2.42203
708.5,2.21852
708,2.20931
707.5,2.00579
707,1.99659
706.5,1.98738
706,1.78386
705.5,1.77465
705,1.76544
704.5,1.56193
704,1.55272
703.5,1.34921
703,1.34
702.5,1.33079
702,1.12728
701.5,1.11807
701,1.10886
700.5,0.90535
700,0.89614
699.5,0.88693
699,0.68341
698.5,0.6742
698,0.665
697.5,0.65579
697,0.45227
696.5,0.44306
696,0.43385
695.5,0.42465
695,0.41544
694.5,0.21192
694,0.20271
693.5,0.1935
693,0.1843
692.5,-0.01922
692,-0.02843
691.5,-0.03764
691,-0.04685
690.5,-0.05606
690,-0.06526
689.5,-0.07447
689,-0.27799
688.5,-0.2872
688,-0.29641
687.5,-0.30561
687,-0.31482
686.5,-0.32403
686,-0.33324
685.5,-0.34245
685,-0.54596
684.5,-0.55517
684,-0.56438
683.5,-0.57359
683,-0.5828
682.5,-0.59201
682,-0.60122
681.5,-0.61043
681,-0.61964
680.5,-0.62885
680,-0.83236
679.5,-0.84157
679,-0.85078
678.5,-0.85999
678,-0.8692
677.5,-0.87841
677,-0.88762
676.5,-0.89682
676,-0.90603
675.5,-0.91524
675,-0.92445
674.5,-1.12797
674,-1.13717
673.5,-1.14638
673,-1.15559
672.5,-1.1648
672,-1.17401
671.5,-1.18322
671,-1.19243
670.5,-1.20164
670,-1.21085
669.5,-1.22006
669,-1.42357
668.5,-1.43278
668,-1.44199
667.5,-1.4512
667,-1.46041
666.5,-1.46962
666,-1.47883
665.5,-1.48803
665,-1.49724
664.5,-1.50645
664,-1.51566
663.5,-1.52487
663,-1.53408
662.5,-1.54329
662,-1.5525
661.5,-1.56171
661,-1.76522
660.5,-1.77443
660,-1.78364
659.5,-1.79285
659,-1.80206
658.5,-1.81127
658,-1.82048
657.5,-1.82969
657,-1.83889
656.5,-1.8481
656,-1.85731
655.5,-1.86652
655,-1.87573
654.5,-1.88494
654,-1.89415
653.5,-1.90336
653,-1.91257
652.5,-1.92178
652,-1.93099
651.5,-2.1345
651,-2.14371
650.5,-2.15292
650,-2.16213
649.5,-2.17134
649,-2.18055
648.5,-2.18975
648,-2.19896
647.5,-2.20817
647,-2.21738
646.5,-2.22659
646,-2.2358
645.5,-2.24501
645,-2.25422
644.5,-2.26343
644,-2.27264
643.5,-2.28185
643,-2.29106
642.5,-2.30026
642,-2.30947
641.5,-2.12438
641,-2.13359
640.5,-2.1428
640,-2.15201
639.5,-2.16122
639,-2.17042
638.5,-2.17963
638,-2.18884
637.5,-2.19805
637,-2.20726
636.5,-2.21647
636,-2.22568
635.5,-2.04058
635,-2.04979
634.5,-2.059
634,-2.06821
633.5,-2.07742
633,-2.08663
632.5,-1.90154
632,-1.91074
631.5,-1.91995
631,-1.92916
630.5,-1.93837
630,-1.75328
629.5,-1.76249
629,-1.7717
628.5,-1.5866
628,-1.59581
627.5,-1.60502
627,-1.41992
626.5,-1.42913
626,-1.43834
625.5,-1.25325
625,-1.26246
624.5,-1.07736
624,-1.08657
623.5,-0.90148
623,-0.91068
622.5,-0.72559
622,-0.54049
621.5,-0.5497
621,-0.36461
620.5,-0.17951
620,-0.18872
619.5,-0.00363
619,0.18147
618.5,0.36656
618,0.35735
617.5,0.54245
617,0.72754
616.5,0.91264
616,1.09773
615.5,1.28283
615,1.46792
614.5,1.84732
614,2.03242
613.5,2.21751
613,2.59691
612.5,2.78201
612,2.9671
611.5,3.3465
611,3.5316
610.5,3.91099
610,4.29039
609.5,4.47549
609,4.85489
608.5,5.23429
608,5.61369
607.5,5.99309
607,6.37249
606.5,6.75188
606,7.32559
605.5,7.70499
605,8.08439
604.5,8.65809
604,9.03749
603.5,9.61119
603,10.1849
602.5,10.56429
602,11.138
601.5,11.7117
601,12.2854
600.5,12.85911
600,13.43281
